,2_1 - Inside Sales - Sales Insight
UpdateEmailVisiblityBatchJob,enabled=false
UpdateLockedBookingPackage_AC,enabled=false
UpdateQueuedTaskSubmitterInfoBatch,enabled=false
UpdateSObjectBatchable,enabled=false
UpdateTaskSubmitterInfoBatch,enabled=false
UpsertAccountSiteBatch,enabled=true
UrlRewriterClass,enabled=false
UrlRewriterCosExt,enabled=false
UserAvailabiltyController,enabled=false
UserIntegrationTest,enabled=true
UserRegistrationSSO_AC,enabled=false
UserTriggerHandler,enabled=false
UserTriggerHandlerBatch,enabled=false
UserTriggerHandler_AC,enabled=true
UserUpdateBatch,enabled=false
Utility_global_var,enabled=false
Utils,enabled=false
ValidateURLController,enabled=false
WebServiceMockImpl,enabled=false
WeeklyNotificationsScheduler,enabled=false
Weekly_Buisness_Status_controller,enabled=false
WorkDetailInfo_AC,enabled=false
WorkOrderTrigger_AC,enabled=false
WrapperClass,enabled=false
account_team_discrepancy_delete,enabled=false
achievement_Report_Controller,enabled=false
addToFavoritePopupController,enabled=false
bookingPackageContentTab_Controller_AC,enabled=true
caseEditPageController,enabled=false
case_TimeLine_controller,enabled=false
ccrNotificationScheduler,enabled=false
cdnInboundContact,enabled=true
clone_button_controller,enabled=false
cosCaseUtility,enabled=false
cosCaseUtilityWithSharing,enabled=false
cosCaseUtilityWithSharingTest,enabled=false
cosMyFavoritesController,enabled=false
cosSearchController,enabled=false
createIPConfigcontroller,enabled=false
crmwbmdv1CrmSfdcCcrCcmsCreateOutboundWeb,enabled=false
crmwbmdv1CrmSfdcCcrCcmsOutboundTest,enabled=false
crmwbmdv1CrmSfdcCcrCcmsOutboundUpdateWeb,enabled=false
crmwbmdv1CrmSfdcCcrCcmsOutboundWeb,enabled=false
crmwbmdv1CrmSfdcCcrCcmsOutboundWeb1,enabled=false
crmwbmdv1CrmSfdcCcrCcmsUpdateOutboundWeb,enabled=false
crmwbmdv1CrmSfdcQuotetoorderDealOut,enabled=false
crmwbmdv1CrmSfdcQuotetoorderDealOut_Test,enabled=false
custom_flag_mergeassist,enabled=false
dailyContentNotificationScheduler,enabled=false
emailAndNotesRelatedList_Controller,enabled=true
emailRelatedList_Controller_AC,enabled=false
exportData_99YearsCtrl,enabled=false
exportError,enabled=false
exportGSSError,enabled=true
exportValidationError,enabled=false
findAuthorsAndReviewerEmails,enabled=false
getAdditionalProduct,enabled=false
globalMethods,enabled=true
goalLetterReport,enabled=false
goalLetterReport_Test,enabled=false
gss_split_delete_batch,enabled=false
gss_split_insert_batch,enabled=false
homePageController,enabled=false
incrementalUpload,enabled=false
incrementalUploadTest,enabled=false
libraryUtility,enabled=false
listApprovalRequests,enabled=true
listApprovalRequests_Test,enabled=true
listHostID,enabled=true
listhostID_Test,enabled=true
multi_select_product,enabled=false
newProdNotificationScheduler,enabled=false
pdfGenerator,enabled=true
platformPage,enabled=false
productGroupConfig_Controller_AC,enabled=true
productGroupTriggerHandler_AC,enabled=true
productPageHTMLContentClass,enabled=false
productPageNew,enabled=false
productSectorConfig_Controller_AC,enabled=true
productSectorTriggerHandler_AC,enabled=true
projectTriggerHandler_AC,enabled=false
quoteLineItem_AC_Test,enabled=false
quoteLineItem_AC_Test_NewOne,enabled=false
samplepdfcontroller,enabled=true
samplepdfcontrollerTest,enabled=false
scheduledCaseUpdate,enabled=false
selectcase,enabled=false
siebelComAsi,enabled=true
softwareUpdateNotificationScheduler,enabled=false
tagview,enabled=false
testAdvancedSupportGroupTrigger_AT,enabled=false
testCaseArticleController,enabled=false
testCaseClass,enabled=false
testCaseExpertChangeController,enabled=false
testCaseNotificationController,enabled=false
testCosSearchController,enabled=false
testEmailAndNotesController,enabled=false
testMyProfilePageController,enabled=false
testSFDCOktaChangeSecQA,enabled=false
testSSGGroupController,enabled=false
testSchedule_Datafix_BP_Attach,enabled=false
testSubmitSolutionInternalExtension_AC,enabled=false
testSurveySubmissionBatchJOb,enabled=false
testTensilicaIPUtils,enabled=false
test_CloneCLLAandTKR,enabled=false
test_FeedItemsToDelete,enabled=false
test_GSS_Split_Report_controller,enabled=false
test_InboundCaseEmailService,enabled=false
test_SendEmailSupport,enabled=false
test_achievement_Report_Controller,enabled=false
test_case_TimeLine,enabled=false
test_trg_CheckBaseProductAgainstMaint,enabled=false
testscheduledCaseUpdate,enabled=false
testselectcase,enabled=false
trg_CheckBaseProdAgainstMaint_Test,enabled=false
updatestatustriggertest,enabled=false
webserviceCssoCadenceCom,enabled=false
